Student_Name,Gender,Stream,Branch,Semester,10th_%,10th_Board,10th_Passout_Year,12th_%,12th_Education,12th_Passout_Year,University_Admission_Year,CGPA,Attendance_%,Backlog,Top_Certification,Internship_Status,Projects_Count,Placement_Status
s326,Male,M.Tech,Machine Learning,4,84.34,State Board,2018,94.9,ISC - Science,2020.0,2025,9.32,69.0,Yes,No Certification,Not Yet,3,Not Placed
s327,Female,B.Tech,ECE,8,71.8,CBSE,2021,73.09,CHSE Odisha - Science,2023.0,2023,8.59,92.0,No,Java,Completed - Intel,3,Placed - IBM
s328,Male,M.Sc,Physics,4,97.58,CBSE,2020,63.71,CBSE - Science,2022.0,2025,9.46,89.0,Yes,NPTEL DBMS,Ongoing - Intel,4,Not Placed
s329,Male,B.Tech,Mechanical,8,92.07,CBSE,2021,82.15,ISC - Science,2023.0,2023,9.6,85.0,Yes,ANSYS,Completed - Wipro,3,Not Placed
s330,Male,B.Tech,IT,3,59.11,ICSE,2023,87.56,CBSE - Science,2025.0,2025,8.35,74.0,Yes (Cleared),No Certification,Completed - TCS,1,Not Placed
s331,Female,B.Tech,Mechanical,5,72.93,ICSE,2022,65.47,CHSE Odisha - Science,2024.0,2024,7.79,77.0,No,MATLAB & Simulink,Not Yet,2,Not Placed
s332,Male,B.Tech,ECE,1,66.25,State Board,2023,80.9,ISC - Science,2025.0,2026,7.76,82.0,Yes (Cleared),No Certification,Not Yet,2,Not Placed
s333,Female,Diploma,Diploma CSE,6,71.11,ICSE,2024,,Diploma (Lateral Entry),,2024,6.94,81.0,Yes,Azure,Not Yet,0,Not Placed
s334,Female,B.Tech,EEE,8,91.81,CBSE,2021,78.18,State Board - Science,2023.0,2023,8.47,85.0,No,ANSYS,Completed - BHEL,2,Placed - Tech Mahindra
s335,Male,M.Sc,Chemistry,4,77.57,CBSE,2020,60.72,ISC - Science,2022.0,2025,7.84,80.0,No,SQL,Not Yet,1,Placed - Accenture
s336,Male,B.Tech,Mechanical,1,73.63,CBSE,2024,64.44,ISC - Science,2026.0,2026,7.67,75.0,No,SolidWorks,Not Yet,1,Not Placed
s337,Female,B.Tech,Mechanical,1,81.82,ICSE,2023,94.66,State Board - Science,2025.0,2026,8.01,76.0,No,Revit,Not Yet,3,Not Placed
s338,Male,B.Tech,IT,8,95.52,ICSE,2020,90.31,State Board - Science,2022.0,2023,8.97,70.0,Yes,No Certification,Completed - Microsoft,3,Not Placed
s339,Male,M.Tech,Embedded Systems,4,92.93,State Board,2019,77.02,CHSE Odisha - Science,2021.0,2025,9.21,81.0,Yes,No Certification,Ongoing - DRDO,3,Not Placed
s340,Female,B.Tech,IT,1,77.24,State Board,2024,79.85,ISC - Science,2026.0,2026,8.42,83.0,No,No Certification,Not Yet,0,Not Placed
s341,Female,B.Tech,IT,2,74.18,CBSE,2024,69.16,CHSE Odisha - Science,2026.0,2026,6.63,88.0,Yes,No Certification,Not Yet,1,Not Placed
s342,Male,B.Tech,ECE,4,52.96,State Board,2023,87.27,CBSE - Science,2025.0,2025,6.81,95.0,No,SQL,Not Yet,1,Not Placed
s343,Female,B.Tech,Mechanical,2,85.98,State Board,2024,74.91,ISC - Science,2026.0,2026,8.8,89.0,Yes (Cleared),ETABS,Not Yet,2,Not Placed
s344,Male,B.Tech,IT,1,89.61,State Board,2024,93.13,ISC - Science,2026.0,2026,7.26,80.0,Yes (Cleared),No Certification,Not Yet,0,Not Placed
s345,Male,B.Tech,EEE,4,72.5,CBSE,2023,86.85,State Board - Science,2025.0,2025,7.82,74.0,No,No Certification,Ongoing - Cognizant,2,Not Placed
s346,Male,M.Tech,Machine Learning,4,71.61,ICSE,2019,88.66,CBSE - Science,2021.0,2025,9.29,84.0,Yes,SQL,Ongoing - ISRO,4,Not Placed
s347,Male,B.Tech,ECE,1,62.7,ICSE,2024,93.72,State Board - Science,2026.0,2026,8.72,99.0,No,SQL,Not Yet,3,Not Placed
s348,Male,M.Sc,Physics,4,81.91,ICSE,2020,68.89,CHSE Odisha - Science,2022.0,2025,8.2,92.0,Yes,No Certification,Ongoing - Microsoft,1,Not Placed
s349,Male,B.Tech,IT,1,72.03,State Board,2024,61.33,State Board - Science,2026.0,2026,6.6,77.0,No,Cisco CCNA,Not Yet,1,Not Placed
s350,Female,B.Tech,CSE,1,96.27,ICSE,2024,67.03,ISC - Science,2026.0,2026,8.58,75.0,No,AWS,Not Yet,3,Not Placed
s351,Male,B.Tech,Mechanical,8,87.76,ICSE,2021,66.33,CBSE - Science,2023.0,2023,7.37,85.0,Yes (Cleared),PLC & SCADA,Completed - Mahindra & Mahindra,2,Placed - Infosys
s352,Male,B.Sc,Data Science,3,92.45,ICSE,2022,62.93,CHSE Odisha - Commerce,2024.0,2025,6.65,86.0,No,ML,Not Yet,2,Not Placed
s353,Female,MCA,Data Science,1,72.34,State Board,2020,61.78,ISC - Science,2022.0,2026,8.0,79.0,No,AWS,Not Yet,3,Not Placed
s354,Male,M.Tech,Environmental Engineering,4,55.8,ICSE,2019,79.51,CBSE - Science,2021.0,2025,7.22,75.0,Yes,ETABS,Completed - Bosch,1,Not Placed
s355,Male,B.Tech,Mechanical,4,71.87,CBSE,2023,90.47,ISC - Science,2025.0,2025,9.3,94.0,No,STAAD Pro,Not Yet,1,Not Placed
s356,Male,B.Tech,EEE,8,94.16,ICSE,2020,76.04,CHSE Odisha - Science,2022.0,2023,8.51,91.0,No,Revit,Completed - TCS,4,Placed - Infosys
s357,Male,B.Tech,CSE,4,82.71,CBSE,2023,93.15,CBSE - Science,2025.0,2025,7.5,77.0,No,Python,Ongoing - Microsoft,1,Not Placed
s358,Female,B.Tech,Civil,2,79.5,CBSE,2024,91.85,State Board - Science,2026.0,2026,9.22,90.0,No,ANSYS,Not Yet,3,Not Placed
s359,Male,B.Tech,ECE,2,85.49,CBSE,2023,62.25,CBSE - Science,2025.0,2026,5.23,79.0,No,AWS,Not Yet,3,Not Placed
s360,Male,M.Tech,Software Engineering,1,95.95,CBSE,2020,80.93,CHSE Odisha - Science,2022.0,2026,8.14,80.0,Yes (Cleared),No Certification,Not Yet,1,Not Placed
s361,Female,MCA,Artificial Intelligence,4,77.5,CBSE,2020,73.91,State Board - Science,2022.0,2025,7.67,79.0,Yes (Cleared),Java,Not Yet,2,Placed - Microsoft
s362,Male,B.Tech,IT,8,73.62,ICSE,2020,64.2,CHSE Odisha - Science,2022.0,2023,7.55,79.0,No,Python,Completed - IBM,3,Placed - Adobe
s363,Female,Diploma,Diploma Electrical,5,84.75,State Board,2024,,Diploma (Lateral Entry),,2024,9.34,100.0,No,SolidWorks,Completed - NTPC,3,Placed - Mahindra & Mahindra
s364,Female,B.Tech,EEE,2,76.68,CBSE,2024,69.0,CHSE Odisha - Science,2026.0,2026,7.28,66.0,Yes,No Certification,Not Yet,1,Not Placed
s365,Female,MCA,Computer Applications,4,73.06,ICSE,2019,79.76,State Board - Science,2021.0,2025,7.66,95.0,Yes,ML,Ongoing - DRDO,4,Not Placed
s366,Female,B.Tech,EEE,3,74.52,CBSE,2023,82.42,CBSE - Science,2025.0,2025,8.1,88.0,No,ANSYS,Not Yet,2,Not Placed
s367,Male,BCA,Information Technology,6,71.41,ICSE,2021,93.47,ISC - Commerce,2023.0,2024,7.49,76.0,Yes (Cleared),Azure,Completed - Wipro,4,Placed - IBM
s368,Male,B.Tech,Civil,6,75.65,ICSE,2021,83.44,CHSE Odisha - Science,2023.0,2024,5.81,88.0,No,AutoCAD,Completed - Infosys,4,Not Placed
s369,Male,B.Tech,EEE,2,78.74,CBSE,2024,73.76,CHSE Odisha - Science,2026.0,2026,7.54,93.0,No,AutoCAD,Not Yet,1,Not Placed
s370,Male,BCA,Computer Applications,1,78.54,State Board,2024,75.69,State Board - Science,2026.0,2026,6.25,57.0,Yes,Python,Not Yet,0,Not Placed
s371,Male,BCA,Information Technology,2,91.27,State Board,2024,65.59,ISC - Science,2026.0,2026,8.89,83.0,No,NPTEL DBMS,Not Yet,2,Not Placed
s372,Male,B.Tech,ECE,3,78.12,CBSE,2023,93.8,State Board - Science,2025.0,2025,8.53,74.0,Yes,No Certification,Completed - Cisco,1,Not Placed
s373,Female,B.Tech,Civil,4,84.0,State Board,2023,94.71,ISC - Science,2025.0,2025,7.31,92.0,No,No Certification,Completed - NTPC,0,Not Placed
s374,Male,B.Tech,CSE,2,74.98,CBSE,2023,67.76,CBSE - Science,2025.0,2026,7.96,86.0,No,NPTEL DBMS,Not Yet,3,Not Placed
s375,Male,B.Tech,CSE,6,79.72,State Board,2022,61.35,CBSE - Science,2024.0,2024,9.09,88.0,No,NPTEL DBMS,Ongoing - Microsoft,2,Not Placed
s376,Male,B.Tech,CSE,3,70.51,ICSE,2023,68.96,ISC - Science,2025.0,2025,7.62,79.0,No,No Certification,Not Yet,1,Not Placed
s377,Male,B.Tech,IT,8,77.01,CBSE,2020,72.32,CBSE - Science,2022.0,2023,8.39,85.0,No,SQL,Completed - Google,4,Placed - Goldman Sachs
s378,Female,B.Tech,EEE,5,70.43,CBSE,2022,91.6,CBSE - Science,2024.0,2024,6.88,77.0,No,ETABS,Completed - HCL,1,Not Placed
s379,Female,B.Tech,CSE,1,90.53,CBSE,2023,91.66,CHSE Odisha - Science,2025.0,2026,7.8,86.0,Yes,Python,Not Yet,3,Not Placed
s380,Male,M.Tech,Communication Systems,4,85.43,ICSE,2019,89.3,CBSE - Science,2021.0,2025,7.27,73.0,Yes (Cleared),No Certification,Ongoing - TCS,1,Not Placed
s381,Male,B.Tech,Mechanical,1,68.56,CBSE,2024,61.65,CBSE - Science,2026.0,2026,8.06,88.0,No,Revit,Not Yet,1,Not Placed
s382,Male,B.Tech,EEE,3,83.29,ICSE,2022,87.52,ISC - Science,2024.0,2025,6.5,98.0,No,Revit,Ongoing - Ashok Leyland,3,Not Placed
s383,Female,B.Tech,Civil,1,65.78,ICSE,2024,84.84,CHSE Odisha - Science,2026.0,2026,8.19,85.0,No,No Certification,Not Yet,2,Not Placed
s384,Male,B.Tech,ECE,8,67.49,CBSE,2020,82.63,ISC - Science,2022.0,2023,9.34,100.0,No,AWS,Completed - Infosys,5,Placed - Adobe
s385,Female,B.Tech,Civil,8,92.93,ICSE,2020,94.49,CBSE - Science,2022.0,2023,9.0,74.0,No,No Certification,Completed - TCS,3,Placed - Deloitte
s386,Male,B.Tech,IT,1,82.1,CBSE,2023,61.95,State Board - Science,2025.0,2026,6.63,48.0,Yes,Azure,Not Yet,2,Not Placed
s387,Female,BCA,Multimedia,4,83.86,CBSE,2023,65.07,State Board - Arts,2025.0,2025,7.96,91.0,Yes (Cleared),No Certification,Not Yet,1,Not Placed
s388,Male,B.Sc,Physics,2,93.37,CBSE,2024,86.42,CHSE Odisha - Commerce,2026.0,2026,7.96,62.0,Yes,NPTEL DBMS,Not Yet,1,Not Placed
s389,Female,B.Tech,Mechanical,1,81.01,CBSE,2023,92.88,ISC - Science,2025.0,2026,9.03,94.0,No,No Certification,Not Yet,3,Not Placed
s390,Male,M.Tech,Thermal Engineering,2,84.19,State Board,2019,83.69,CBSE - Science,2021.0,2026,7.63,94.0,No,ANSYS,Not Yet,3,Not Placed
s391,Female,MCA,Artificial Intelligence,4,89.26,State Board,2019,70.46,ISC - Science,2021.0,2025,8.43,74.0,Yes,Java,Not Yet,4,Not Placed
s392,Female,B.Tech,Mechanical,8,97.51,CBSE,2021,80.7,State Board - Science,2023.0,2023,8.65,95.0,No,MATLAB & Simulink,Completed - Cognizant,3,Placed - IBM
s393,Male,MCA,Data Science,2,79.6,CBSE,2021,86.53,State Board - Science,2023.0,2026,8.78,92.0,No,Java,Not Yet,2,Not Placed
s394,Female,B.Tech,ECE,1,93.3,ICSE,2023,63.69,ISC - Science,2025.0,2026,9.33,100.0,No,SQL,Not Yet,4,Not Placed
s395,Male,B.Tech,Civil,8,89.79,State Board,2021,71.34,State Board - Science,2023.0,2023,7.8,84.0,No,SolidWorks,Completed - ISRO,2,Placed - ONGC
s396,Female,B.Tech,EEE,1,87.81,CBSE,2023,69.0,CBSE - Science,2025.0,2026,8.29,69.0,Yes,No Certification,Not Yet,3,Not Placed
s397,Male,B.Sc,Data Science,5,58.37,ICSE,2021,64.35,CHSE Odisha - Science,2023.0,2024,7.55,79.0,No,Azure,Not Yet,3,Placed - Capgemini
s398,Male,B.Tech,Mechanical,2,79.73,State Board,2024,53.84,State Board - Science,2026.0,2026,6.5,89.0,Yes,No Certification,Not Yet,0,Not Placed
s399,Female,M.Tech,Software Engineering,3,71.52,ICSE,2018,65.9,CHSE Odisha - Science,2020.0,2025,7.28,74.0,Yes (Cleared),No Certification,Completed - IBM,2,Not Placed
s400,Female,B.Tech,IT,1,73.63,State Board,2023,68.35,State Board - Science,2025.0,2026,7.11,76.0,Yes,Azure,Not Yet,2,Not Placed
s401,Female,B.Tech,EEE,1,71.98,CBSE,2024,65.01,CHSE Odisha - Science,2026.0,2026,8.16,89.1,No,ANSYS,Not Yet,1,Not Placed
s402,Female,B.Tech,Civil,8,90.74,CBSE,2020,83.72,CBSE - Science,2022.0,2023,7.64,64.0,Yes,No Certification,Completed - JSW Steel,4,Not Placed
s403,Female,MCA,Cybersecurity,4,77.16,State Board,2020,60.44,ISC - Science,2022.0,2025,8.79,91.0,Yes,Cisco CCNA,Completed - Google,3,Not Placed
s404,Female,B.Tech,Mechanical,2,52.77,State Board,2023,85.1,CHSE Odisha - Science,2025.0,2026,7.57,86.0,No,ANSYS,Not Yet,3,Not Placed
s405,Male,M.Tech,Thermal Engineering,1,72.37,State Board,2020,66.83,CHSE Odisha - Science,2022.0,2026,7.32,92.0,No,AutoCAD,Not Yet,1,Not Placed
s406,Male,B.Tech,ECE,2,93.56,State Board,2023,61.26,CHSE Odisha - Science,2025.0,2026,7.75,77.0,No,Python,Not Yet,3,Not Placed
s407,Male,B.Tech,IT,1,94.38,ICSE,2024,92.47,ISC - Science,2026.0,2026,8.31,83.0,No,Python,Not Yet,2,Not Placed
s408,Female,BCA,Computer Applications,1,88.78,CBSE,2024,67.72,CHSE Odisha - Commerce,2026.0,2026,8.22,98.0,No,Java,Not Yet,1,Not Placed
s409,Male,B.Tech,IT,8,77.89,CBSE,2020,92.69,CBSE - Science,2022.0,2023,7.78,91.0,No,No Certification,Completed - DRDO,4,Not Placed
s410,Male,B.Tech,Civil,8,58.01,ICSE,2021,90.34,CHSE Odisha - Science,2023.0,2023,7.29,72.0,No,No Certification,Completed - Cognizant,0,Placed - IBM
s411,Male,M.Tech,VLSI,4,78.21,ICSE,2019,91.1,ISC - Science,2021.0,2025,9.06,93.0,Yes,SQL,Completed - HCL,3,Placed - Tech Mahindra
s412,Female,M.Tech,Structural Engineering,4,52.45,CBSE,2018,64.89,ISC - Science,2020.0,2025,6.5,94.0,Yes,No Certification,Completed - Cognizant,3,Not Placed
s413,Male,BCA,Information Technology,5,68.06,CBSE,2021,75.65,State Board - Science,2023.0,2024,7.12,67.0,Yes (Cleared),No Certification,Not Yet,2,Not Placed
s414,Female,B.Tech,Mechanical,5,62.3,CBSE,2022,63.39,CBSE - Science,2024.0,2024,9.16,97.0,No,Revit,Completed - JSW Steel,3,Not Placed
s415,Male,B.Tech,CSE,6,54.76,ICSE,2022,92.51,CHSE Odisha - Science,2024.0,2024,8.2,86.0,No,Cisco CCNA,Completed - Microsoft,3,Not Placed
s416,Male,B.Tech,Mechanical,6,96.93,CBSE,2022,89.48,ISC - Science,2024.0,2024,6.89,100.0,No,No Certification,Completed - L&T,1,Not Placed
s417,Male,MCA,Data Science,4,62.54,State Board,2020,81.99,CHSE Odisha - Science,2022.0,2025,7.95,76.0,No,ML,Completed - Oracle,2,Placed - Microsoft
s418,Female,B.Sc,Physics,1,85.32,State Board,2024,75.83,CHSE Odisha - Science,2026.0,2026,6.91,68.0,Yes,SQL,Not Yet,1,Not Placed
s419,Female,B.Tech,ECE,1,76.84,State Board,2023,71.89,State Board - Science,2025.0,2026,7.75,92.0,Yes (Cleared),ML,Not Yet,3,Not Placed
s420,Female,B.Tech,EEE,8,59.73,CBSE,2020,88.81,State Board - Science,2022.0,2023,8.59,98.0,No,No Certification,Completed - BHEL,4,Not Placed
s421,Female,B.Tech,ECE,8,52.21,CBSE,2020,76.71,CHSE Odisha - Science,2022.0,2023,7.72,96.0,No,NPTEL DBMS,Completed - Amazon,4,Placed - TCS
s422,Male,B.Tech,CSE,3,79.98,ICSE,2022,81.99,CHSE Odisha - Science,2024.0,2025,8.48,85.0,No,No Certification,Not Yet,2,Not Placed
s423,Female,B.Tech,Mechanical,8,55.89,ICSE,2021,65.0,CBSE - Science,2023.0,2023,7.06,85.0,No,ETABS,Completed - Bosch,1,Placed - Capgemini
s424,Female,B.Tech,Civil,8,80.69,State Board,2021,67.76,State Board - Science,2023.0,2023,7.8,74.0,Yes (Cleared),No Certification,Completed - Siemens,2,Placed - Wipro
s425,Female,B.Sc,Physics,1,83.29,ICSE,2024,61.99,CHSE Odisha - Arts,2026.0,2026,7.55,71.0,Yes,Python,Not Yet,1,Not Placed
s426,Male,M.Tech,Software Engineering,4,84.08,CBSE,2019,84.98,ISC - Science,2021.0,2025,8.12,91.0,Yes (Cleared),NPTEL DBMS,Not Yet,2,Placed - Accenture
s427,Male,M.Tech,Environmental Engineering,1,75.63,State Board,2020,79.37,ISC - Science,2022.0,2026,7.73,76.0,No,PLC & SCADA,Not Yet,2,Not Placed
s428,Female,B.Tech,ECE,8,84.13,ICSE,2020,65.06,CHSE Odisha - Science,2022.0,2023,6.64,63.0,Yes (Cleared),No Certification,Not Yet,2,Not Placed
s429,Female,B.Tech,IT,2,70.14,CBSE,2024,90.48,CHSE Odisha - Science,2026.0,2026,8.42,90.0,No,Java,Not Yet,2,Not Placed
s430,Female,M.Sc,Physics,4,77.4,CBSE,2020,69.32,CHSE Odisha - Science,2022.0,2025,6.78,67.0,Yes,Python,Not Yet,0,Placed - Cognizant
s431,Female,B.Tech,CSE,2,72.51,CBSE,2024,74.41,ISC - Science,2026.0,2026,6.63,72.0,Yes,AWS,Not Yet,0,Not Placed
s432,Female,B.Tech,Mechanical,4,81.19,ICSE,2022,65.45,CBSE - Science,2024.0,2025,6.05,89.0,No,Revit,Completed - ISRO,3,Not Placed
s433,Female,B.Tech,Mechanical,4,71.17,State Board,2023,69.49,State Board - Science,2025.0,2025,6.82,82.0,No,MATLAB & Simulink,Completed - HCL,2,Not Placed
s434,Male,B.Tech,Mechanical,5,70.63,ICSE,2022,89.38,CHSE Odisha - Science,2024.0,2024,7.98,89.0,No,No Certification,Ongoing - Infosys,1,Not Placed
s435,Female,B.Tech,ECE,3,78.52,CBSE,2023,71.71,CHSE Odisha - Science,2025.0,2025,8.63,90.0,No,No Certification,Completed - ISRO,1,Not Placed
s436,Male,MCA,Software Engineering,4,76.52,ICSE,2019,65.87,State Board - Science,2021.0,2025,6.53,65.0,Yes,No Certification,Not Yet,1,Not Placed
s437,Female,M.Tech,Thermal Engineering,4,86.4,CBSE,2019,77.19,State Board - Science,2021.0,2025,7.41,86.0,Yes,No Certification,Ongoing - Ashok Leyland,0,Not Placed
s438,Female,B.Tech,Civil,1,84.82,ICSE,2023,71.13,CHSE Odisha - Science,2025.0,2026,8.8,89.0,No,PLC & SCADA,Not Yet,4,Not Placed
s439,Female,BCA,Computer Applications,2,91.02,State Board,2023,91.61,CBSE - Science,2025.0,2026,9.87,99.0,No,Azure,Not Yet,3,Not Placed
s440,Male,B.Tech,EEE,1,88.41,State Board,2024,64.0,ISC - Science,2026.0,2026,6.39,73.0,Yes (Cleared),No Certification,Not Yet,0,Not Placed
s441,Female,B.Tech,IT,1,90.05,CBSE,2024,94.25,CBSE - Science,2026.0,2026,8.13,82.0,Yes,Cisco CCNA,Not Yet,1,Not Placed
s442,Female,B.Tech,CSE,8,94.61,State Board,2020,61.99,ISC - Science,2022.0,2023,6.85,56.0,Yes,ML,Completed - TCS,4,Not Placed
s443,Female,B.Tech,ECE,8,80.91,State Board,2021,91.33,State Board - Science,2023.0,2023,8.07,87.0,No,Java,Completed - Google,2,Placed - Cognizant
s444,Female,B.Tech,Mechanical,4,79.13,CBSE,2023,83.39,CHSE Odisha - Science,2025.0,2025,7.98,92.0,No,ETABS,Ongoing - Cognizant,2,Not Placed
s445,Male,Diploma,Diploma Civil,6,97.57,State Board,2023,,Diploma (Lateral Entry),,2024,9.71,92.0,Yes,ANSYS,Completed - Mahindra & Mahindra,4,Not Placed
s446,Female,B.Tech,CSE,8,74.18,CBSE,2020,76.71,CBSE - Science,2022.0,2023,5.88,43.0,Yes,No Certification,Completed - Wipro,3,Not Placed
s447,Female,MCA,Artificial Intelligence,4,90.28,ICSE,2019,70.02,ISC - Science,2021.0,2025,9.34,94.0,Yes,No Certification,Not Yet,4,Not Placed
s448,Female,MCA,Computer Applications,4,88.01,State Board,2019,69.02,ISC - Science,2021.0,2025,7.44,78.0,Yes,No Certification,Completed - Oracle,2,Placed - Accenture
s449,Male,B.Tech,EEE,1,71.23,ICSE,2024,67.06,CHSE Odisha - Science,2026.0,2026,6.28,72.0,Yes,No Certification,Not Yet,0,Not Placed
s450,Male,B.Tech,ECE,2,93.39,ICSE,2024,72.75,CBSE - Science,2026.0,2026,8.84,100.0,No,SQL,Not Yet,1,Not Placed
s451,Female,B.Tech,IT,8,94.97,ICSE,2020,94.69,ISC - Science,2022.0,2023,6.75,92.0,Yes,No Certification,Completed - Google,2,Not Placed
s452,Female,M.Tech,Software Engineering,4,87.57,State Board,2019,94.93,State Board - Science,2021.0,2025,8.4,89.0,Yes,Cisco CCNA,Completed - Intel,3,Not Placed
s453,Male,B.Tech,IT,2,90.55,ICSE,2024,92.38,CBSE - Science,2026.0,2026,8.25,64.0,Yes,No Certification,Not Yet,1,Not Placed
s454,Male,B.Tech,Mechanical,4,92.74,ICSE,2022,63.41,CHSE Odisha - Science,2024.0,2025,8.44,81.0,No,No Certification,Completed - Wipro,4,Not Placed
s455,Male,B.Sc,Physics,6,73.9,CBSE,2022,70.13,ISC - Science,2024.0,2024,6.3,84.0,Yes,NPTEL DBMS,Not Yet,0,Not Placed
s456,Male,B.Tech,Civil,7,84.67,ICSE,2021,91.37,State Board - Science,2023.0,2023,9.14,96.0,No,AutoCAD,Completed - TCS,3,Not Placed
s457,Male,B.Tech,CSE,8,84.12,State Board,2021,62.01,State Board - Science,2023.0,2023,6.96,65.5,Yes (Cleared),Cisco CCNA,Completed - Cisco,1,Placed - Deloitte
s458,Female,B.Tech,ECE,6,93.38,State Board,2022,85.43,ISC - Science,2024.0,2024,8.61,82.0,No,Java,Not Yet,3,Not Placed
s459,Male,B.Tech,ECE,8,92.53,ICSE,2021,70.27,ISC - Science,2023.0,2023,7.36,61.0,No,NPTEL DBMS,Completed - Cisco,1,Placed - Accenture
s460,Male,B.Tech,CSE,5,93.14,ICSE,2022,94.25,CHSE Odisha - Science,2024.0,2024,9.65,92.0,No,Azure,Ongoing - Microsoft,2,Not Placed
s461,Female,B.Tech,EEE,8,86.35,ICSE,2021,55.08,CBSE - Science,2023.0,2023,7.18,79.0,No,No Certification,Completed - ISRO,0,Not Placed
s462,Male,M.Tech,Software Engineering,4,95.0,CBSE,2018,88.25,CBSE - Science,2020.0,2025,7.48,61.0,Yes,Azure,Not Yet,2,Not Placed
s463,Female,B.Tech,IT,8,89.12,ICSE,2020,71.93,CBSE - Science,2022.0,2023,8.11,94.0,No,ML,Completed - ISRO,3,Placed - Microsoft
s464,Female,BCA,Computer Applications,6,89.41,State Board,2022,64.91,State Board - Arts,2024.0,2024,8.68,94.0,Yes,SQL,Not Yet,3,Not Placed
s465,Female,BCA,Computer Applications,6,76.44,CBSE,2021,60.07,State Board - Science,2023.0,2024,6.62,71.0,Yes,No Certification,Not Yet,2,Not Placed
s466,Female,B.Tech,Civil,5,70.87,ICSE,2022,89.13,CBSE - Science,2024.0,2024,7.48,70.0,Yes,AutoCAD,Completed - IBM,2,Not Placed
s467,Male,B.Tech,EEE,1,73.73,State Board,2024,78.43,ISC - Science,2026.0,2026,7.68,67.0,Yes,Revit,Not Yet,2,Not Placed
s468,Male,B.Tech,Mechanical,1,59.97,ICSE,2023,66.5,ISC - Science,2025.0,2026,7.62,96.0,No,ANSYS,Not Yet,3,Not Placed
s469,Female,BCA,Computer Applications,1,72.94,CBSE,2024,75.23,CBSE - Commerce,2026.0,2026,8.4,97.0,No,NPTEL DBMS,Not Yet,1,Not Placed
s470,Male,M.Tech,Robotics,1,93.4,CBSE,2019,91.92,State Board - Science,2021.0,2026,9.13,92.0,No,ML,Not Yet,5,Not Placed
s471,Male,BCA,Information Technology,1,85.64,ICSE,2024,67.64,State Board - Science,2026.0,2026,7.95,79.0,No,No Certification,Not Yet,0,Not Placed
s472,Male,B.Tech,IT,8,87.58,CBSE,2020,80.0,State Board - Science,2022.0,2023,7.71,85.0,No,Cisco CCNA,Completed - IBM,5,Placed - Capgemini
s473,Female,B.Tech,IT,8,87.53,ICSE,2021,64.83,CHSE Odisha - Science,2023.0,2023,8.67,87.0,No,No Certification,Completed - Google,1,Placed - Accenture
s474,Female,B.Tech,Civil,4,89.06,CBSE,2022,66.3,ISC - Science,2024.0,2025,8.31,77.0,No,STAAD Pro,Completed - Siemens,4,Not Placed
s475,Female,M.Tech,Robotics,4,83.7,CBSE,2019,86.97,CBSE - Science,2021.0,2025,7.79,71.0,Yes (Cleared),Azure,Completed - Wipro,3,Placed - Tech Mahindra
s476,Female,B.Tech,CSE,8,70.09,ICSE,2020,84.91,ISC - Science,2022.0,2023,7.24,83.0,Yes,Java,Completed - Microsoft,4,Not Placed
s477,Male,BCA,Computer Applications,5,92.34,State Board,2022,66.88,CBSE - Science,2024.0,2024,7.62,81.0,No,No Certification,Completed - TCS,1,Placed - Infosys
s478,Female,B.Tech,ECE,1,90.95,ICSE,2024,62.77,ISC - Science,2026.0,2026,6.77,95.0,No,Azure,Not Yet,1,Not Placed
s479,Male,B.Tech,CSE,8,84.08,ICSE,2020,63.06,ISC - Science,2022.0,2023,8.55,88.0,No,Python,Completed - Cognizant,5,Placed - Microsoft
s480,Male,B.Tech,CSE,8,84.99,CBSE,2021,81.3,CHSE Odisha - Science,2023.0,2023,7.7,75.0,Yes,Cisco CCNA,Not Yet,2,Not Placed
s481,Female,B.Tech,Mechanical,8,88.46,CBSE,2021,77.34,CBSE - Science,2023.0,2023,7.21,89.0,No,ETABS,Completed - ONGC,2,Placed - HCL
s482,Female,M.Tech,VLSI,3,71.85,CBSE,2018,69.59,CHSE Odisha - Science,2020.0,2025,5.57,88.0,Yes,AWS,Completed - Cognizant,3,Not Placed
s483,Male,B.Tech,EEE,8,90.63,CBSE,2021,67.21,CBSE - Science,2023.0,2023,7.03,89.0,Yes,AutoCAD,Not Yet,1,Not Placed
s484,Male,B.Tech,Civil,7,77.06,State Board,2021,81.44,CBSE - Science,2023.0,2023,6.74,67.0,Yes,AutoCAD,Completed - ISRO,2,Not Placed
s485,Male,B.Tech,ECE,8,72.08,CBSE,2021,84.77,State Board - Science,2023.0,2023,8.46,85.0,No,Java,Completed - Google,3,Placed - Accenture
s486,Female,B.Tech,EEE,8,77.44,State Board,2020,88.41,CHSE Odisha - Science,2022.0,2023,7.52,76.0,Yes,ANSYS,Not Yet,4,Not Placed
s487,Female,Diploma,Diploma CSE,1,90.42,ICSE,2026,,Diploma (Lateral Entry),,2026,8.27,81.0,No,No Certification,Not Yet,0,Not Placed
s488,Female,B.Tech,IT,3,75.75,CBSE,2023,67.08,ISC - Science,2025.0,2025,6.9,92.0,No,No Certification,Completed - DRDO,1,Not Placed
s489,Male,M.Tech,Power Systems,4,90.72,State Board,2018,62.3,CHSE Odisha - Science,2020.0,2025,9.04,91.0,Yes,No Certification,Ongoing - Bosch,5,Not Placed
